CH-0,CH-1
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
CH-0,CH-1
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
-10,-10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
